id,top_cast,director
23599,"Rutger Hauer, Gene Simmons, Eli Danker",Gary Sherman
3526,"Jessica Lange, Kim Stanley, Sam Shepard",Graeme Clifford
41166,"Meryl Streep, Tracey Ullman, John Gielgud",Fred Schepisi
16406,"Kirsten Dunst, Michelle Williams, Will Ferrell",Andrew Fleming
197239,"Michael Gambon, Jodhi May, Polly Walker",Károly Makk
10386,"Eli Marienthal, Jennifer Aniston, Vin Diesel",Brad Bird
745,"Bruce Willis, Toni Collette, Olivia Williams",M. Night Shyamalan
913,"Pierce Brosnan, Rene Russo, Denis Leary",John McTiernan
912,"Steve McQueen, Faye Dunaway, Paul Burke",Norman Jewison
12229,"Ewen Bremner, Kevin McKidd, Stephen McCole",Paul McGuigan
67323,"Adrian Grenier, Clark Gregg, Aleksa Palladino",Tod Williams
91076,"John Turturro, Christopher Walken, Susan Sarandon",John Turturro
89861,"Georgina Cates, Peter Ustinov, Prunella Scales",Gary Sinyor
19457,"Mark Wahlberg, Joaquin Phoenix, Charlize Theron",James Gray
11353,"Steve Martin, Eddie Murphy, Heather Graham",Frank Oz
17707,"Claire Danes, Kate Beckinsale, Bill Pullman",Jonathan Kaplan
9781,"Giuseppe Andrews, James DeBello, Edward Furlong",Adam Rifkin
102489,"Juliette Binoche, Alexis Loret, Carmen Maura",André Téchiné
18212,"Karyn Dwyer, Christina Cox, Wendy Crewson",Anne Wheeler
13817,"Alex Dimitriades, Paul Capsis, Julian Garner",Ana Kokkinos
126996,"Marcello Mastroianni, Renato Berta, Manoel de Oliveira",Anna Maria Tatò
38715,"Rudolph Valentino, Nita Naldi, Casson Ferguson",Joseph Henabery
48781,"Rebecca De Mornay, Antonio Banderas, Dennis Miller",Peter Hall
12185,"Warren Beatty, Julie Christie, James Mason",Warren Beatty
29056,"Vincent Price, Peter Lorre, Boris Karloff",Roger Corman
26857,"Vincent Price, Judith Evelyn, Darryl Hickman",William Castle
28501,"Vincent Price, John Kerr, Barbara Steele",Roger Corman
29030,"Vincent Price, Elizabeth Shepherd, John Westbrook",Roger Corman
25319,"Vincent Price, Hazel Court, Jane Asher",Roger Corman
29074,"Vincent Price, Peter Lorre, Basil Rathbone",Roger Corman
24103,"Gene Wilder, Gilda Radner, Dom DeLuise",Gene Wilder
10552,"Drew Barrymore, James Woods, Alan King",Lewis Teague
9267,"Graham Chapman, John Cleese, Terry Gilliam",Ian MacNaughton
10766,"William Holden, Lee Grant, Jonathan Scott-Taylor",Don Taylor
10768,"Sam Neill, Rossano Brazzi, Don Gordon",Graham Baker
813,"Robert Hays, Julie Hagerty, Kareem Abdul-Jabbar",Jim Abrahams
2665,"Robert Hays, Julie Hagerty, Lloyd Bridges",Ken Finkleman
9406,"Tom Everett Scott, Julie Delpy, Vince Vieluf",Anthony Waller
11418,"Chevy Chase, Beverly D'Angelo, Dana Hill",Amy Heckerling
11153,"Chevy Chase, Beverly D'Angelo, Imogene Coca",Harold Ramis
14170,"Chevy Chase, Madolyn Smith Osborne, Kevin O'Morrison",George Roy Hill
2280,"Tom Hanks, Elizabeth Perkins, Robert Loggia",Penny Marshall
11077,"John Ritter, Jack Warden, Michael Oliver",Dennis Dugan
28597,"John Ritter, Michael Oliver, Jack Warden",Brian Levant
22611,"Gabriel Damon, Mickey Rooney, Rene Auberjonois",Masami Hata
39780,"Ralph Fiennes, Cate Blanchett, Ciarán Hinds",Gillian Armstrong
10396,"Mel Gibson, Kurt Russell, J.T. Walsh",Robert Towne
9944,"Julia Roberts, Denzel Washington, Sam Shepard",Alan J. Pakula
850,"Melinda Dillon, Darren McGavin, Peter Billingsley",Bob Clark
10154,"Hugh Grant, James Caan, Jeanne Tripplehorn",Kelly Makin
10342,"Helen Mirren, Katie Holmes, Jeffrey Tambor",Kevin Williamson
10366,"Jean-Claude Van Damme, Kiana Tom, Bill Goldberg",Mic Rodgers
9349,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker",Roland Emmerich
15122,"French Stewart, Bridgette Wilson, Bill Bellamy",Jeff Franklin
10494,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji",Satoshi Kon
126152,"Bill Murray, Adam Arkin, David Strathairn",Philip Frank Messina
22314,"Omar Epps, LL Cool J, Nia Long",Michael Rymer
51679,"Dennis Hopper, John Turturro, Steve Martin",Chuck Workman
35813,"Vincent Price, Agnes Moorehead, Gavin Gordon",Crane Wilbur
11037,"Louis Gossett, Jr., Jason Gedrick, Tim Thomerson",Sidney J. Furie
11955,"Louis Gossett, Jr., Mark Humphrey, Stuart Margolin",Sidney J. Furie
2038,"Louis Gossett, Jr., Rachel McLish, Paul Freeman",John Glen
28737,"Louis Gossett, Jr., Jason Cadieux, Joanne Vannicola",Sidney J. Furie
11963,"Robert Redford, Faye Dunaway, Cliff Robertson",Sydney Pollack
141489,"Richard Burton, Hume Cronyn, Alfred Drake",Bill Colleran
53761,"Thomas Meighan, Theodore Roberts, Raymond Hatton",Cecil B. DeMille
9096,"Sean Connery, Lorraine Bracco, José Wilker",John McTiernan
91893,"Carl de Vogt, Ressel Orla, Georg John",Fritz Lang
113273,,Nanette Burstein
103793,"Aranka Coppens, Dirk Roofthooft, Sara De Roo",Patrice Toye
1911,"Antonio Banderas, Vladimir Kulich, Dennis Storhøi",John McTiernan
2900,"Johnny Depp, Charlize Theron, Joe Morton",Rand Ravich
17709,"Brendan Fraser, Sarah Jessica Parker, Alfred Molina",Hugh Wilson
37718,"Albert Brooks, Sharon Stone, Andie MacDowell",Albert Brooks
47144,"Ivan Bekjarev, Vojislav Brajović, Mira Banjac",Goran Paskaljević
104896,"Jack Warden, Jeremy James Kissner, Jesse James",Kevin Brodie
30964,"Daniel Auteuil, Nastassja Kinski, Katrin Cartlidge",Chris Menges
52366,"Carole Bouquet, Daniel Auteuil, Patrice Chéreau",Claude Berri
6373,"Monica Potter, Rufus Sewell, Tom Hollander",Nick Hamm
2162,"Cuba Gooding Jr., Skeet Ulrich, Peter Firth",Hugh Johnson
14578,"Shawn Hatosy, Amy Smart, Alec Baldwin",Michael Corrente
40694,"James Purefoy, Harriet Walter, Jennifer Ehle",Rose Troche
4338,"Billy Zane, Tippi Hedren, Ron Perlman",Aris Iliopulos
49184,"Rami Doueiri, Naamar Sahli, Mohamad Chamas",Ziad Doueiri
10307,"Patricia Arquette, Gabriel Byrne, Jonathan Pryce",Rupert Wainwright
11601,"Kevin Bacon, Kathryn Erbe, Illeana Douglas",David Koepp
18621,"Reese Witherspoon, Alessandro Nivola, Josh Brolin",Mike Barker
1075,"Bajram Severdzhan, Srđan Todorović, Zabit Memedov",Emir Kusturica
21719,"Owen Wilson, Brian Cox, Sheryl Crow",Hampton Fancher
40879,"Danny Hoch, Piper Perabo, Dr. Dre",Marc Levin
47951,"Dudley Moore, Kyoko Koizumi, Milo",Masanori Hata
43832,"Cary Grant, Jean Arthur, Richard Barthelmess",Howard Hawks
47697,"Orson Welles, Micheál MacLiammóir, Robert Coote",Orson Welles
49792,"Kevin Bacon, Jamie Lee Curtis, Linda Fiorentino",Steve Rash
77064,"Ron Marquette, Burt Williams, Leigh Hunt",Bryan Singer
26522,"Howard Rollins, Adolph Caesar, Art Evans",Norman Jewison
23761,"Linda Miller, Mildred Clinton, Paula E. Sheppard",Alfred Sole
24097,"Bill McGhee, Jessie Lee Fulton, Robert Dracup",S.F. Brownrigg
42114,"Cristina Raines, Emilio Estevez, Lance Henriksen",Joseph Sargent
28295,"Joan Crawford, John Ireland, Leif Erickson",William Castle
12105,"Paul Angelis, John Lennon, Paul McCartney",George Dunning
14,"Kevin Spacey, Annette Bening, Thora Birch",Sam Mendes
24128,"David Byrne, Tina Weymouth, Chris Frantz",Jonathan Demme
11001,"Martin Lawrence, Luke Wilson, Dave Chappelle",Les Mayfield
10390,"Kevin Costner, Kelly Preston, John C. Reilly",Sam Raimi
9453,"Malcolm McDowell, Teresa Ann Savoy, Helen Mirren",Tinto Brass
704,"John Lennon, Paul McCartney, George Harrison",Richard Lester
35122,"Kathleen Robertson, Matt Keeslar, Kelly Macdonald",Gregg Araki
142132,"John Taylor, Michael Des Barres, Martin Kemp",Allison Anders
24153,"Gary Busey, Don Stroud, Charles Martin Smith",Steve Rash
11797,"Chris Sarandon, William Ragsdale, Amanda Bearse",Tom Holland
18086,"Roddy McDowall, William Ragsdale, Traci Lind",Tommy Lee Wallace
124475,"Isabelle Huppert, Daniel Auteuil, Karin Viard",Christian Vincent
17887,"Robert Redford, Jane Fonda, Charles Boyer",Gene Saks
10669,"Jon Voight, Burt Reynolds, Ned Beatty",John Boorman
11527,"Nigel Terry, Helen Mirren, Nicholas Clay",John Boorman
42848,"Harvey Keitel, Richard Edson, Don Byron",Paul Auster
40867,"Doris Day, John Raitt, Carol Haney",George Abbott
1049,"Jodie Foster, Richard Gere, Bill Pullman",Jon Amiel
28032,"Jodi Benson, Gino Conforti, Barbara Cook",Gary Goldman
11326,"Oliver Reed, Ann-Margret, Roger Daltrey",Ken Russell
28377,"Linda Blair, Vince Van Patten, Peter Barton",Tom DeSimone
10975,"Jackie Chan, Carol Cheng, Eva Cobo",Jackie Chan
10974,"Jackie Chan, Alan Tam, Rosamund Kwan",Jackie Chan
10398,"Tommy Lee Jones, Ashley Judd, Bruce Greenwood",Bruce Beresford
2290,"Robin Williams, Armin Mueller-Stahl, Hannah Taylor-Gordon",Peter Kassovitz
24071,"Loren Dean, Hope Davis, Jason Lee",Lawrence Kasdan
62994,"Natasha Henstridge, Luke Wilson, Janeane Garofalo",Bruce McCulloch
60994,"Sarah Polley, Stephen Rea, Jean Smart",Audrey Wells
16112,"Kevin Clash, Mandy Patinkin, Vanessa Williams",Gary Halvorson
32305,"Dennis Rodman, Dane Cook, John Pinette",Kevin Elders
14429,"Melissa Joan Hart, Stephen Collins, Adrian Grenier",John Schultz
15198,"Russell Crowe, Hank Azaria, Mary McCormack",Jay Roach
6415,"George Clooney, Mark Wahlberg, Ice Cube",David O. Russell
24066,"Steve Zahn, William H. Macy, Jeremy Northam",Mark Illsley
21430,"Christopher Walken, Willem Dafoe, Asia Argento",Abel Ferrara
10381,"Jonny Lee Miller, Robert Carlyle, Liv Tyler",Jake Scott
171982,"Brian Allard, Amber Arrigotti, Robynn Hayek",Andy Mingo
42486,"Michael Douglas, Jodie Foster, Johnny Whitaker",Bernard McEveety
60285,"William Holden, Richard Widmark, Janice Rule",Edward Dmytryk
5622,"Freddie Jones, Barbara Jefford, Fred Williams",Federico Fellini
10349,"Timothy Hutton, Amy Madigan, Michael Rooker",George A. Romero
42518,"Lanny Ross, Sam Parker, Pinto Colvig",Dave Fleischer
29787,"Jason Beghe, John Pankow, Kate McNeil",George A. Romero
9638,"Angus Scrimm, A. Michael Baldwin, Bill Thornbury",Don Coscarelli
10576,"Anthony Perkins, Vera Miles, Meg Tilly",Richard Franklin
12662,"Anthony Perkins, Diana Scarwid, Jeff Fahey",Anthony Perkins
61369,"Joan Crawford, Walter Huston, Matt Moore",Lewis Milestone
11712,"Toshirō Mifune, Tatsuya Nakadai, Keiju Kobayashi",Akira Kurosawa
12618,"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton",Sydney Pollack
13824,"Molly Shannon, Will Ferrell, Elaine Hendrix",Bruce McCulloch
226,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard",Kimberly Peirce
288772,,Tessa Blake
55107,"Charles Berling, Sophie Guillemin, Arielle Dombasle",Cédric Kahn
69851,"Fernando Fernán Gómez, Rafael Alonso, Cayetana Guillén Cuervo",José Luis Garci
10388,"Terence Stamp, Lesley Ann Warren, Luis Guzmán",Steven Soderbergh
17198,"Carmen Electra, Mackenzie Astin, David Hyde Pierce",Jeff Abugov
44857,"Elisabeth Shue, Aaron Eckhart, Jill Hennessy",John Duigan
9346,"Tom Cruise, Rebecca De Mornay, Sean Penn",Paul Brickman
861,"Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin",Paul Verhoeven
14412,"William Hurt, Kathleen Turner, Richard Crenna",Lawrence Kasdan
9377,"Matthew Broderick, Alan Ruck, Mia Sara",John Hughes
11541,"Mel Gibson, Sigourney Weaver, Linda Hunt",Peter Weir
2457,"Arletty, Jean-Louis Barrault, Pierre Brasseur",Marcel Carné
11901,"Clint Eastwood, Verna Bloom, Marianna Hill",Clint Eastwood
4929,"Clint Eastwood, Inger Stevens, Ed Begley",Ted Post
85325,"Paul Le Mat, Candy Clark, Bruce McGill",Jonathan Demme
11230,"Jackie Chan, Yuen Siu-Tin, Hwang Jang-Lee",Yuen Woo-ping
8416,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin",Bernardo Bertolucci
11054,"Sonny Bono, Ruth Brown, Divine",John Waters
851,"Celia Johnson, Trevor Howard, Stanley Holloway",David Lean
24453,"Bill Murray, Theresa Russell, Catherine Hicks",John Byrum
18254,"Warren Beatty, Diane Keaton, Edward Herrmann",Warren Beatty
56235,"Everett Alvarez, Ron Bliss, Fred Cherry",Freida Lee Mock
20123,"Davor Dujmović, Borivoje Todorović, Ljubica Adzovic",Emir Kusturica
16642,"Richard Gere, Brooke Adams, Linda Manz",Terrence Malick
2593,"Maurice Ronet, Léna Skerla, Yvonne Clech",Louis Malle
42020,"Antonio Gades, Cristina Hoyos, Laura del Sol",Carlos Saura
3086,"Barbara Stanwyck, Henry Fonda, Charles Coburn",Preston Sturges
16305,"Joel McCrea, Veronica Lake, Robert Warwick",Preston Sturges
32255,"Claudette Colbert, Joel McCrea, Mary Astor",Preston Sturges
48797,"Lorenzo Quinteros, Hugo Soto, Inés Vernengo",Eliseo Subiela
19997,"Marilyn Monroe, Joseph Cotten, Jean Peters",Henry Hathaway
3767,"Rita Hayworth, Glenn Ford, George Macready",Charles Vidor
17352,"Rossano Brazzi, Mitzi Gaynor, John Kerr",Joshua Logan
535,"Jennifer Beals, Michael Nouri, Lilia Skala",Adrian Lyne
2731,"Catherine Deneuve, Vincent Pérez, Linh Đan Phạm",Régis Wargnier
1654,"Lee Marvin, Ernest Borgnine, Charles Bronson",Robert Aldrich
31043,"Debra Winger, Mark Keyloun, Darrell Larson",James Bridges
14831,"George Harrison, John Lennon, Paul McCartney",Richard Lester
658,"Sean Connery, Honor Blackman, Gert Fröbe",Guy Hamilton
657,"Sean Connery, Daniela Bianchi, Pedro Armendáriz",Terence Young
646,"Sean Connery, Ursula Andress, Joseph Wiseman",Terence Young
5689,"Brooke Shields, Christopher Atkins, Leo McKern",Randal Kleiser
391,"Clint Eastwood, Marianne Koch, Gian Maria Volonté",Sergio Leone
8052,"Philip Baker Hall, Gwyneth Paltrow, John C. Reilly",Paul Thomas Anderson
772,"Macaulay Culkin, Joe Pesci, Catherine O'Hara",Chris Columbus
65448,"Wilbur 'Hi-Fi' White, Leon Isaac Kennedy, Thommy Pollard ",Jamaa Fanaka
65452,"Gerald Berns, Peggy Blow , Malik Carter ",Jamaa Fanaka
31650,"Tom Berenger, Mimi Rogers, Lorraine Bracco",Ridley Scott
73575,"Mary Pickford, Roy Stewart, Mary Louise Miller",William Beaudine
302579,"Valerie Red-Horse, Yvonne Russo, Irene Bedard",Jennifer Wynne Farmer
550,"Edward Norton, Brad Pitt, Meat Loaf",David Fincher
97537,"Daniel MacIvor, Carroll Godsman, Joe Dallesandro",Thom Fitzgerald
12220,"Bruce Willis, Michelle Pfeiffer, Rob Reiner",Rob Reiner
1610,"Colin Firth, Ruth Gemmell, Mark Strong",David Evans
53151,"Val Kilmer, Noah Fleiss, Karen Young",Frank Whaley
42881,"Ewen Bremner, Brian Fisk, Werner Herzog",Harmony Korine
29064,"Casper Van Dien, Michael York, Catherine Oxenberg",Robert Marcarelli
404,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz",David Lynch
42196,"Patty McCormack, Eileen Heckart, Henry Jones",Mervyn LeRoy
36819,"Sean Connery, John Cleese, Shelley Duvall",Terry Gilliam
42726,"Jean-Louis Trintignant, Anouk Aimée, Pierre Barouh",Claude Lelouch
9343,"Klaus Kinski, José Lewgoy, Miguel Ángel Fuentes",Werner Herzog
16858,"Roy Scheider, Jessica Lange, Leland Palmer",Bob Fosse
42006,"Gong Li, Jiang Wen, Rujun Ten",Zhang Yimou
11562,"Woody Allen, Martin Landau, Anjelica Huston",Woody Allen
10496,"Lou Diamond Phillips, Dina Meyer, Bob Gunton",Louis Morneau
16162,"Nia Long, Моррис Честнат, Harold Perrineau",Malcolm D. Lee
8649,"Nicolas Cage, Patricia Arquette, John Goodman",Martin Scorsese
31306,"Melanie Griffith, David Morse, Lucas Black",Antonio Banderas
10563,"Matthew Perry, Neve Campbell, Dylan McDermott",Damon Santostefano
14484,"Jerry O'Connell, Amanda Peet, Sean Patrick Flanery",Michael Cristofer
214735,"Steven Nelson, Honey Lauren, Michael Mangiamele",Tamara Hernandez
94857,"James Cagney, Laverne Andrews, Patty Andrews",Philippe Mora
32043,"Jenny Seagrove, Dwier Brown, Carey Lowell",William Friedkin
15247,"Michael Caine, Nigel Green, Guy Doleman",Sidney J. Furie
29251,"Steve McQueen, Bruce Brown, David Evans",Bruce Brown
5548,"Peter Weller, Nancy Allen, Ronny Cox",Paul Verhoeven
5549,"Peter Weller, Nancy Allen, Tom Noonan",Irvin Kershner
856,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy",Robert Zemeckis
38772,"Jason Robards, Paul Le Mat, Elizabeth Cheshire",Jonathan Demme
699,"Roger Moore, Carole Bouquet, Chaim Topol",John Glen
709,"Timothy Dalton, Carey Lowell, Robert Davi",John Glen
253,"Roger Moore, Yaphet Kotto, Jane Seymour",Guy Hamilton
13511,"David Dukes, Niall Toibin, Cora Lunny",George Pavlou
660,"Sean Connery, Claudine Auger, Adolfo Celi",Terence Young
46798,,David Riker
11377,"Geoffrey Rush, Famke Janssen, Taye Diggs",William Malone
26149,"Meryl Streep, Angela Bassett, Cloris Leachman",Wes Craven
492,"John Cusack, Cameron Diaz, Catherine Keener",Spike Jonze
108346,"Rupert Graves, Samantha Morton, Nicholas Woodeson",Eric Styles
98480,"Gibson Frazier, Cara Buono, Ian Edwards",Adam Abraham
128,"Yōji Matsuda, Yuriko Ishida, Yūko Tanaka",Hayao Miyazaki
46286,"Jennifer Love Hewitt, Bridgette Wilson, Craig Bierko",Donal Lardner Ward
8672,"Werner Herzog, Klaus Kinski, Claudia Cardinale",Werner Herzog
8056,"Lionel Abelanski, Rufus, Clément Harari",Radu Mihaileanu
2020,"Chris O'Donnell, Renée Zellweger, Artie Lange",Gary Sinyor
9481,"Denzel Washington, Angelina Jolie, Queen Latifah",Phillip Noyce
9008,"Al Pacino, Russell Crowe, Christopher Plummer",Michael Mann
14242,"Mark Borchardt, Mike Schank, Tom Schimmels",Chris Smith
16129,"Don McKellar, Sandra Oh, Roberta Maxwell",Don McKellar
104103,"Helena Bonham Carter, Romane Bohringer, Romane Bohringer",Martine Dugowson
11489,"Émilie Dequenne, Olivier Gourmet, Fabrizio Rongione",Jean-Pierre Dardenne
28145,"Jane Fonda, Michael Sarrazin, Susannah York",Sydney Pollack
51371,"Buster Keaton, Sally O'Neil, Walter James",Buster Keaton
18111,"Jeffrey Combs, Bruce Abbott, Claude Earl Jones",Brian Yuzna
31361,"Richard Pryor, Cicely Tyson, Ángel Ramírez",Oz Scott
11223,"Geneviève Bujold, Michael Douglas, Elizabeth Ashley",Michael Crichton
16281,"Hal Holbrook, Adrienne Barbeau, Fritz Weaver",George A. Romero
16288,"George Kennedy, Dorothy Lamour, Lois Chiles",Michael Gornick
1694,"Jeffrey Combs, Bruce Abbott, Barbara Crampton",Stuart Gordon
476,"Matt Dillon, Kelly Lynch, James Le Gros",Gus Van Sant
37094,"Michael Douglas, Robert Duvall, Barbara Hershey",Joel Schumacher
13555,"Elizabeth Berridge, Shawn Carson, Jeanne Austin",Tobe Hooper
961,"Buster Keaton, Marion Mack, Glen Cavender",Buster Keaton
73969,"Mary Pickford, Charles 'Buddy' Rogers, Sunshine Hart",Sam Taylor
24831,"Heather Menzies, Kevin McCarthy, Dick Miller",Joe Dante
64963,"Dean Martin, George Peppard, Jean Simmons",Arnold Laven
85160,"Joe B. Barton, Don Barrett, Sherry Leigh",Rick Roessler
25560,"Elizabeth Taylor, Richard Burton, Cyril Cusack",Franco Zeffirelli
21610,"Sylvester Stallone, Rutger Hauer, Billy Dee Williams",Bruce Malmuth
11878,"Toshirō Mifune, Tatsuya Nakadai, Yôko Tsukasa",Akira Kurosawa
11510,"Linda Blair, Ned Beatty, Leslie Nielsen",Bob Logan
11234,"Charlton Heston, Anthony Zerbe, Rosalind Cash",Boris Sagal
957,"Mel Brooks, Rick Moranis, Bill Pullman",Mel Brooks
11886,"Brian Bedford, Phil Harris, Peter Ustinov",Wolfgang Reitherman
37853,"Henry Fonda, James Cagney, William Powell",John Ford
62204,"Everett McGill, Ron Perlman, Nicholas Kadi",Jean-Jacques Annaud
11040,"Dustin Hoffman, Faye Dunaway, Chief Dan George",Arthur Penn
21849,"Andy Griffith, Patricia Neal, Walter Matthau",Elia Kazan
1621,"Eddie Murphy, Dan Aykroyd, Jamie Lee Curtis",John Landis
14035,"Bill Murray, Harvey Atkin, Kate Lynch",Ivan Reitman
40771,"Richard Mulligan, Hamilton Camp, John Mengatti",Ken Wiederhorn
40772,"Patrick Dempsey, Sally Kellerman, Isabelle Mejias",George Mendeluk
40773,"Corey Feldman, Jack Nance, Sarah Douglas",Bob Logan
11498,"Kenneth Branagh, Derek Jacobi, Andy García",Kenneth Branagh
11790,"Kenneth Branagh, Emma Thompson, Stephen Fry",Kenneth Branagh
29371,"Laurel Holloman, Maggie Moore, Kate Stafford",Maria Maggenti
276635,"Elizabeth Edmonds, Sue Wallace, Geraldine Griffiths",Peter Duffell
47941,"Chevy Chase, Carrie Fisher, Eve Arden",Steve Rash
29048,"Michael Crawford, John Lennon, Roy Kinnear",Richard Lester
19052,"Usher Raymond, Vanessa Williams, Forest Whitaker",Craig Bolotin
21349,"Susan Sarandon, Natalie Portman, Hart Bochner",Wayne Wang
1832,"Ben Affleck, Matt Damon, Linda Fiorentino",Kevin Smith
10047,"Milla Jovovich, Dustin Hoffman, Faye Dunaway",Luc Besson
10228,"Rica Matsumoto, Mayumi Iizuka, Yūji Ueda",Michael Haigney
47692,"Bob Hoskins, Elaine Cassidy, Arsinée Khanjian",Atom Egoyan
18561,"Maura Tierney, Adrien Brody, James Naughton",Richard Shepard
144953,"Miguel Ferrer, John Livingston, Yasiin Bey",Daniel Pyne
37426,"Boris Karloff, Maris Wrixon, Gene O'Donnell",William Nigh
51787,"Boris Karloff, Margaret Lindsay, Bruce Lester",Terry O. Morse
11663,"Robert Arkins, Michael Aherne, Angeline Ball",Alan Parker
13485,"Bing Crosby, Fred Astaire, Marjorie Reynolds",Mark Sandrich
9289,"Eddie Albert, Paul Anka, Arletty",Bernhard Wicki
9264,"Sara Gilbert, Drew Barrymore, Tom Skerritt",Katt Shea
18222,"Jaime Pressly, Megan Edwards, Michael Des Barres",Kurt Voss
124853,Adrien Brody,Eric Bross
11165,"Martin Balsam, Sô Yamamura, Joseph Cotten",Richard Fleischer
4203,"Carmen Maura, Antonio Banderas, Julieta Serrano",Pedro Almodóvar
24226,"Paul Newman, Charlotte Rampling, Jack Warden",Sidney Lumet
88875,"Joanne Woodward, Roberta Wallach, Judith Lowry",Paul Newman
11379,"Peter Weller, John Lithgow, Ellen Barkin",W.D. Richter
29154,"Edward James Olmos, Lou Diamond Phillips, Rosanna DeSoto",Ramón Menéndez
2039,"Cher, Nicolas Cage, Vincent Gardenia",Norman Jewison
77915,"Elizabeth Taylor, Richard Burton, Eva Marie Saint",Vincente Minnelli
11943,"Robert Redford, Will Geer, Delle Bolton",Sydney Pollack
11481,"Catherine Deneuve, Ian Hendry, John Fraser",Roman Polanski
2690,"Jack Lemmon, Shirley MacLaine, Lou Jacobi",Billy Wilder
20565,"Bruce Balden, Jacqueline Bassett, Symon Basterfield",Michael Apted
27141,"Adrien Brody, Ben Foster, Orlando Jones",Barry Levinson
10399,"Frances O'Connor, Lindsay Duncan, James Purefoy",Patricia Rozema
90762,"Lazar Ristovski, Nikola Ristanovski, Vlado Jovanovski",Darko Mitrevski
2668,"Johnny Depp, Ian McDiarmid, Christina Ricci",Tim Burton
36643,"Pierce Brosnan, Sophie Marceau, Robert Carlyle",Michael Apted
99,"Cecilia Roth, Marisa Paredes, Penélope Cruz",Pedro Almodóvar
159569,,
77010,"Marina Pierro, Françoise Blanchard, Mike Marshall",Jean Rollin
25898,"Stan Laurel, Oliver Hardy, Charlotte Henry",Charley Rogers
9647,"Bill Murray, Karen Allen, John Forsythe",Richard Donner
11787,"James Stewart, Josephine Hull, Peggy Dow",Henry Koster
5156,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell",Vittorio De Sica
24276,"Chris Cooper, James Earl Jones, Mary McDonnell",John Sayles
11953,"Tatsuya Nakadai, Tsutomu Yamazaki, Jinpachi Nezu",Akira Kurosawa
44662,"Toshirō Mifune, Takashi Shimura, Tatsuya Mihashi",Hiroshi Inagaki
29005,"Warren Beatty, Julie Christie, Rene Auberjonois",Robert Altman
26371,"James Wilby, Hugh Grant, Rupert Graves",James Ivory
596,"Henry Fonda, Jane Darwell, John Carradine",John Ford
52470,"June Allyson, David Niven, Jessie Royce Landis",Henry Koster
20334,"Margaret Sullavan, James Stewart, Frank Morgan",Ernst Lubitsch
11393,"Robert Redford, Glenn Close, Kim Basinger",Barry Levinson
31121,"Warren Beatty, Julie Christie, Goldie Hawn",Hal Ashby
293,"Brad Pitt, Craig Sheffer, Tom Skerritt",Robert Redford
10998,"Michael Douglas, Glenn Close, Anne Archer",Adrian Lyne
12235,"Glenn Close, Jeff Bridges, Peter Coyote",Richard Marquand
36094,"Jane Fonda, Robert De Niro, Swoosie Kurtz",Martin Ritt
9013,"Robert De Niro, Charles Grodin, Yaphet Kotto",Martin Brest
11005,"Robert De Niro, Robin Williams, John Heard",Penny Marshall
59820,"Dennis Quaid, Tamlyn Tomita, Sab Shimono",Alan Parker
2924,"Kurt Russell, William Baldwin, Robert De Niro",Ron Howard
177,"Jeff Bridges, Robin Williams, Mercedes Ruehl",Terry Gilliam
38557,"Mel Gibson, Sissy Spacek, Scott Glenn",Mark Rydell
42087,"Jessica Lange, Sam Shepard, Wilford Brimley",Richard Pearce
13681,"Sally Field, Lindsay Crouse, John Malkovich",Robert Benton
34760,"Sissy Spacek, Anne Bancroft, Ed Berke",Tom Moore
9946,"Arnold Schwarzenegger, Gabriel Byrne, Kevin Pollak",Peter Hyams
863,"Tom Hanks, Tim Allen, Joan Cusack",John Lasseter
31582,"Robert De Niro, Philip Seymour Hoffman, Barry Miller",Joel Schumacher
125520,"Saffron Burrows, Peter Mullan, Maria Doyle Kennedy",Mike Figgis
22267,"Tobey Maguire, Skeet Ulrich, Jeffrey Wright",Ang Lee
55123,"Janet McTeer, Kimberly J. Brown, Jennifer Paige",Gavin O'Connor
5486,"Claudine Auger, Luigi Pistilli, Claudio Camaso",Mario Bava
10411,"Eddie Murphy, Lane Smith, Sheryl Lee Ralph",Jonathan Lynn
41462,"Edmond O'Brien, Frank Lovejoy, William Talman",Ida Lupino
1718,"Errol Flynn, Olivia de Havilland, Alan Hale",Michael Curtiz
28604,"Janine Lindemulder, Darrel Guilbeau, Michelle Kemp",Bill Milling
15506,"Anjelica Huston, Marion O'Dwyer, Niall O'Shea",Anjelica Huston
20024,"Ralph Fiennes, Stephen Rea, Julianne Moore",Neil Jordan
78256,"Deborah Kerr, Van Johnson, John Mills",Edward Dmytryk
13787,"Kate Winslet, Harvey Keitel, Julie Hamilton",Jane Campion
54933,"Sigourney Weaver, David Strathairn, Julianne Moore",Scott Elliott
9684,"Woody Allen, Ben Duncan (DJ), Daniel Okrent",Woody Allen
